Bands IC,Band Acc,Système,Poste,Mi-temps,Start Time,Durée (s),Start Vel (km/h),Acc Max (m/s²),Distance (m)
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT1,14:33:14,"3,5","20,37","3,23","12,47"
Band IC 3,Acc > 3m/s²,Syst 352,DC,MT1,14:33:18,2,"6,59","3,13","9,74"
Band IC 3,Acc > 3m/s²,Syst 352,DC,MT1,14:40:54,"1,4","6,37","3,3","5,79"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT1,14:43:05,"3,1","17,7","3,18","11,99"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT1,14:43:25,"0,6","13,3","3,29","0,91"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT1,14:46:01,1,"15,11","3,17","2,11"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT1,14:51:07,"0,7","15,49","3,74","1,32"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT1,14:59:37,"2,9","22,5","3,83","13,19"
Band IC 3,Acc > 3m/s²,Syst 352,DC,MT1,15:01:58,"1,7","5,2","3,12","7,22"
Band IC 3,Dec > 4m/s²,Syst 352,DC,MT1,15:05:08,"1,8","23,29","4,33","4,79"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT1,15:06:46,"2,1","17,91","3,43","7,2"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT2,15:39:45,"2,4","17,34",3,"5,71"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT2,16:02:30,"1,2","16,72","3,29","2,96"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT2,16:03:32,"1,3","15,18","3,3","2,46"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT2,16:04:44,"2,5","23,92","3,3","9,48"
Band IC 3,Acc > 3m/s²,Syst 352,DC,MT2,16:13:06,"1,7","5,46","3,27","7,76"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT2,16:14:34,"1,6","20,95","3,15","4,72"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT2,16:14:40,"1,8","20,1","3,1","5,66"
Band IC 3,Dec > 4m/s²,Syst 352,LAT,MT1,14:34:16,"0,8","19,13","5,4","1,73"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT1,14:35:18,"1,6","18,45","3,84","4,11"
Band IC 3,Acc > 3m/s²,Syst 352,LAT,MT1,14:39:23,"1,2","5,47","3,15","4,68"
Band IC 3,Acc > 3m/s²,Syst 352,LAT,MT1,14:39:34,"1,9","5,82","3,76","9,96"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT1,14:39:36,"1,2","22,43","3,59","4,67"
Band IC 3,Acc > 3m/s²,Syst 352,LAT,MT1,14:40:52,"2,6","7,54","3,35","15,87"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT1,14:42:25,"4,1","21,22","3,1","14,79"
Band IC 3,Acc > 3m/s²,Syst 352,LAT,MT1,14:46:11,"3,5","5,11","3,19","17,7"
Band IC 3,Acc > 3m/s²,Syst 352,LAT,MT1,14:49:14,"2,7","7,57","3,23","16,9"
Band IC 3,Dec > 4m/s²,Syst 352,LAT,MT1,14:51:27,"1,7","22,35","4,2","6,41"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT1,14:54:23,"2,1","18,8","3,23","6,13"
Band IC 3,Acc > 3m/s²,Syst 352,LAT,MT1,14:58:24,"3,7","5,4","3,27","19,56"
Band IC 3,Dec > 4m/s²,Syst 352,LAT,MT1,14:59:37,"2,4","22,73","4,84","10,29"
Band IC 3,Acc > 3m/s²,Syst 352,LAT,MT1,15:02:42,"1,5","5,8","3,46","5,15"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT1,15:02:43,"0,6","13,1","3,75","0,86"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT1,15:05:08,"1,4","18,73","3,65","4,21"
Band IC 3,Dec > 4m/s²,Syst 352,LAT,MT1,15:08:57,1,"18,94","5,1","1,8"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:16:25,"1,3","18,82","3,68","3,69"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:33:57,"1,1","15,84","3,62","2,47"
Band IC 3,Dec > 4m/s²,Syst 352,LAT,MT2,15:42:53,"1,3","21,7","4,56","3,69"
Band IC 3,Dec > 4m/s²,Syst 352,LAT,MT2,15:48:10,"1,5","29,85","5,88","8,34"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:50:26,"1,3","17,64","3,23","3,33"
Band IC 3,Dec > 4m/s²,Syst 352,LAT,MT2,15:54:45,"0,7","16,94","4,5","1,47"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:54:51,"2,1","21,82","3,21","7,77"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:59:13,"1,6","21,94","3,7","5,92"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:59:17,"1,5","21,99","3,7","4,94"
Band IC 3,Acc > 3m/s²,Syst 352,LAT,MT2,16:00:44,"1,2","5,23","3,29","4,61"
Band IC 3,Acc > 3m/s²,Syst 352,LAT,MT2,16:01:45,"1,7","6,5","3,19","7,78"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,16:01:47,"1,5","19,1","3,6","4,42"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,16:02:24,"1,9","20,45","3,53","5,37"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,16:08:19,"1,4","17,95","3,11","4,43"
Band IC 3,Acc > 3m/s²,Syst 352,LAT,MT2,16:08:21,3,"5,61","3,18","13,87"
Band IC 3,Acc > 3m/s²,Syst 352,LAT,MT2,16:12:05,"1,5","5,74","3,92","7,19"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,16:12:44,"0,7","15,26","3,53","1,39"
Band IC 3,Acc > 3m/s²,Syst 352,DC,MT1,14:30:57,"1,7","6,1","3,25","7,77"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT1,15:01:29,"1,4","13,89","3,1","4,4"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT2,15:40:37,"1,3","16,55","3,24","3,83"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT2,15:51:01,"2,3","16,87","3,6","7,51"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT2,16:14:40,"1,9","19,5","3,58","4,87"
Band IC 3,Acc > 3m/s²,Syst 352,LAT,MT2,15:35:02,"1,6","5,41","3,6","7,42"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:35:22,"1,9","20,36","3,15","5,92"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:37:41,"1,3","17,7","3,17","3,26"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:42:29,"2,8","23,18","3,96","11,49"
Band IC 3,Acc > 3m/s²,Syst 352,LAT,MT2,15:42:42,"1,2","5,29","3,22","4,67"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:42:44,"0,9","14,1","3,15","1,65"
Band IC 3,Acc > 3m/s²,Syst 352,LAT,MT2,15:50:07,"2,2","5,5","3,2","10,57"
Band IC 3,Dec > 4m/s²,Syst 352,LAT,MT2,15:50:10,"1,6","20,81","4,32","4,84"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:50:13,"0,6","13,64","3,74","0,83"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:50:18,"0,5","12,2","3,26","0,62"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:50:32,"3,6","24,2","3,2","13,4"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:53:15,1,"16,27","3,31","2,5"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:54:53,"1,1","16,76","3,26","2,16"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:57:42,"2,8","21,81","3,35","8,18"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,15:59:51,"1,7","16,8","3,19","4,5"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,16:02:30,2,"26,3","3,46","6,79"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,16:03:37,"1,1","19,36","3,62","3,5"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,16:08:01,"1,6","18,28","3,26","4,3"
Band IC 3,Dec > 3m/s²,Syst 352,LAT,MT2,16:13:04,"1,2","18,8","3,44","3,55"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT1,14:33:16,"1,7","22,65","3,16","7,9"
Band IC 4,Acc > 3m/s²,Syst 352,MCO,MT1,14:34:01,"2,1","6,8","3,23","10,2"
Band IC 4,Acc > 3m/s²,Syst 352,MCO,MT1,14:36:15,"1,3","5,2","3,33","5,4"
Band IC 4,Acc > 3m/s²,Syst 352,MCO,MT1,14:40:53,2,"7,52","3,3","10,13"
Band IC 4,Acc > 3m/s²,Syst 352,MCO,MT1,14:44:37,"1,3","5,59","3,26","5,59"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT1,14:53:13,"1,3","14,5","3,29","2,82"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT1,14:55:49,"3,2","17,26","3,54","11,48"
Band IC 4,Acc > 3m/s²,Syst 352,MCO,MT1,15:00:22,"2,4","5,64","3,16","11,31"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT1,15:01:19,"1,6","22,15","3,74","5,86"
Band IC 4,Acc > 3m/s²,Syst 352,MCO,MT1,15:06:15,"1,2","5,68","3,2","4,96"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT1,15:07:11,"2,9","23,93","3,38","9,5"
Band IC 4,Acc > 3m/s²,Syst 352,MCO,MT2,15:16:10,"3,8","5,75","3,3","21,71"
Band IC 4,Dec > 4m/s²,Syst 352,MCO,MT2,15:43:19,2,"21,7","4,1","7,18"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT2,15:45:02,"2,1","23,16","3,9","6,67"
Band IC 4,Acc > 3m/s²,Syst 352,MCO,MT2,15:45:39,"3,2","5,9","3,23","18,4"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT2,15:52:13,"2,6","26,12","3,83","9,15"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT2,16:04:01,"1,4","15,13","3,39","3,51"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT2,16:04:10,"1,7","20,6","3,48",6
Band IC 4,Acc > 3m/s²,Syst 352,MCO,MT2,16:09:08,"2,2","6,23","3,17","11,67"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT2,16:09:50,4,"21,12","3,4","16,62"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT2,16:10:10,"1,9","19,71","3,56","4,95"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT2,16:10:23,"1,6","16,78","3,11","5,3"
Band IC 4,Acc > 3m/s²,Syst 352,MCO,MT2,16:10:40,"2,7","5,41","3,1","12,39"
Band IC 4,Dec > 4m/s²,Syst 352,MCO,MT2,16:11:27,"0,9","18,79","4,36","2,14"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT2,16:14:23,"3,8","23,5","3,66","17,39"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT2,16:14:35,"1,8","22,17","3,97","6,63"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT2,16:14:48,"1,6","20,22","3,1","4,19"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT2,16:17:00,3,"27,5","3,44","11,9"
Band IC 4,Dec > 3m/s²,Syst 352,MCO,MT2,16:18:14,"1,7","19,11","3,11","5,52"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT1,14:31:55,"2,4","25,9","3,41","9,43"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT1,14:32:34,"0,6","13,58","3,51","0,91"
Band IC 4,Acc > 3m/s²,Syst 352,ATT,MT1,14:33:50,"1,6","6,4","3,7","7,32"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT1,14:36:17,1,"16,97","3,86","2,35"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT1,14:36:30,"1,9","24,3","3,99","6,64"
Band IC 4,Acc > 3m/s²,Syst 352,ATT,MT1,14:36:59,"1,9","5,15","3,3","6,97"
Band IC 4,Acc > 3m/s²,Syst 352,ATT,MT1,14:37:07,"2,6","5,7","3,3","13,95"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT1,14:37:10,"2,3","23,66","3,31","7,89"
Band IC 4,Acc > 3m/s²,Syst 352,ATT,MT1,14:39:10,2,"5,21","3,14","9,92"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT1,14:39:12,"1,9","19,4","3,33","6,73"
Band IC 4,Dec > 4m/s²,Syst 352,ATT,MT1,14:46:17,"1,4","19,26","4,38","4,68"
Band IC 4,Dec > 4m/s²,Syst 352,ATT,MT1,14:51:29,"1,2","17,87","4,5","2,44"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT1,14:51:34,"1,1","17,13","3,4","2,34"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT1,14:51:58,"1,1","15,45","3,21","2,25"
Band IC 4,Dec > 4m/s²,Syst 352,ATT,MT1,14:52:07,"1,7","23,16","4,77","6,66"
Band IC 4,Acc > 3m/s²,Syst 352,ATT,MT1,14:54:14,"1,2","6,2","3,8","4,9"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT1,15:02:19,"1,1","15,86","3,8","2,38"
Band IC 4,Acc > 3m/s²,Syst 352,ATT,MT1,15:02:21,"3,3","5,36","3,4","20,63"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT1,15:02:24,"2,5","27,68","3,48","10,36"
Band IC 4,Dec > 4m/s²,Syst 352,ATT,MT1,15:05:07,"1,5","22,91","4,2","5,53"
Band IC 4,Acc > 3m/s²,Syst 352,ATT,MT1,15:05:48,"2,5","5,22","3,47","14,1"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT1,15:06:50,2,"27,75","3,88","8,27"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT2,15:16:16,4,"30,99","3,38","20,34"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT2,15:16:25,"2,7","22,43","3,39","7,87"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT2,15:36:27,"2,4","22,13","3,23","8,91"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT2,15:38:11,"2,5","24,12","3,37","10,21"
Band IC 4,Acc > 3m/s²,Syst 352,ATT,MT2,15:38:41,"2,8","5,27","3,6","15,73"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT2,15:38:44,"2,3","24,47","3,6","8,9"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT2,15:42:30,2,"23,14","3,6","7,47"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT2,15:45:02,3,"28,1","3,17","13,34"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT2,15:47:07,"3,3","26,27","3,23","16,1"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT2,15:50:35,"2,7","21,82","3,7","11,92"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT2,15:51:38,"1,1","15,63","3,5","2,44"
Band IC 4,Dec > 4m/s²,Syst 352,ATT,MT2,15:56:45,"1,3","21,58","5,35","4,59"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT2,15:57:34,"1,9","17,59","3,28","6,7"
Band IC 4,Acc > 3m/s²,Syst 352,ATT,MT2,16:09:46,"3,7","5,57","3,41","23,73"
Band IC 4,Dec > 4m/s²,Syst 352,ATT,MT2,16:09:50,"2,9","27,84","4,1","13,46"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT2,16:10:21,"3,5","24,18","3,21","16,32"
Band IC 4,Dec > 3m/s²,Syst 352,ATT,MT2,16:18:26,"3,3","28,5","3,3","13,8"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT1,14:48:15,"3,1","21,79","3,24","9,7"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT1,14:50:11,"1,4","18,88","3,33","3,41"
Band IC 3,Acc > 3m/s²,Syst 352,ATT,MT1,14:51:10,"2,6","5,2","3,18","13,13"
Band IC 3,Dec > 4m/s²,Syst 352,ATT,MT1,14:52:07,"1,8","23,81","4,48","6,42"
Band IC 3,Acc > 3m/s²,Syst 352,ATT,MT1,14:54:39,"2,1","5,9","3,9","10,45"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT1,14:54:41,"1,6",21,"3,55","5,1"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT1,14:55:20,"1,7","19,38","3,37","4,71"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT1,14:55:48,"2,6","24,55","3,46","12,52"
Band IC 3,Dec > 4m/s²,Syst 352,ATT,MT1,14:57:34,"1,9","21,48","4,8","7,6"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT1,15:00:27,"3,6","27,58","3,56","18,64"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT1,15:01:21,"1,7","18,61","3,84","3,73"
Band IC 3,Acc > 3m/s²,Syst 352,ATT,MT1,15:02:22,"1,8","5,39","3,9","7,88"
Band IC 3,Dec > 4m/s²,Syst 352,ATT,MT1,15:03:40,"3,3","26,99","4,48","17,19"
Band IC 3,Dec > 4m/s²,Syst 352,ATT,MT1,15:05:54,"1,6","25,55","4,46","5,55"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT1,15:05:57,"1,6","20,8","3,93","4,97"
Band IC 3,Dec > 4m/s²,Syst 352,ATT,MT1,15:12:10,"1,5","19,44","4,1","4,38"
Band IC 3,Acc > 3m/s²,Syst 352,ATT,MT1,15:14:54,"1,8","6,5","3,55","9,14"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT1,15:14:56,"1,8","20,51","3,65","5,82"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:16:19,"3,2","29,18","3,86","16,79"
Band IC 3,Acc > 3m/s²,Syst 352,ATT,MT2,15:34:25,"1,3","5,8","3,27","5,55"
Band IC 3,Dec > 4m/s²,Syst 352,ATT,MT2,15:35:04,"1,2","19,88","4,26","3,7"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:36:27,"3,3","27,23","3,35","12,8"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:36:46,"1,2","17,77","3,36","3,8"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:38:06,"1,5","19,51","3,35","4,97"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:39:29,"1,2","15,95","3,43","3,24"
Band IC 3,Acc > 3m/s²,Syst 352,ATT,MT2,15:40:51,"3,3","6,2","3,32","18,62"
Band IC 3,Dec > 4m/s²,Syst 352,ATT,MT2,15:40:55,"1,6","24,32","4,61","6,81"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:40:59,"0,9","14,39","3,79","2,24"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:42:58,"1,4","16,1","3,2","4,8"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:43:29,1,"14,97","3,11","2,52"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:45:33,"0,9","13,26","3,16","1,63"
Band IC 3,Dec > 4m/s²,Syst 352,ATT,MT2,15:47:08,"2,2","25,48","4,84","9,69"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:47:49,"2,1","17,18","3,18","7,73"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:48:48,"2,5","21,18","3,27","6,31"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:50:36,"1,4","19,2","3,25","3,67"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:51:36,"0,8","15,12","3,35","1,65"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:52:13,"2,4","21,27","3,24","7,52"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:53:35,"0,8","14,15","3,27","1,65"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,15:56:24,"0,9","13,68","3,3","1,56"
Band IC 3,Acc > 3m/s²,Syst 352,ATT,MT2,15:59:07,5,"5,15","3,26","18,59"
Band IC 3,Dec > 4m/s²,Syst 352,ATT,MT2,15:59:12,"1,3","22,47","4,97","3,56"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,16:00:45,"1,3","17,89","3,12","4,8"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,16:02:03,"1,7","20,23","3,39","5,35"
Band IC 3,Dec > 4m/s²,Syst 352,ATT,MT2,16:03:31,"1,6","20,62","4,32","5,57"
Band IC 3,Dec > 4m/s²,Syst 352,ATT,MT2,16:05:01,1,"17,72","4,28","2,26"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,16:05:41,"4,9","25,82","3,86","22,17"
Band IC 3,Acc > 3m/s²,Syst 352,ATT,MT2,16:06:50,"3,5","5,66","3,1","16,59"
Band IC 3,Acc > 3m/s²,Syst 352,ATT,MT2,16:08:19,"2,2",5,"3,25","9,85"
Band IC 3,Dec > 3m/s²,Syst 352,ATT,MT2,16:17:33,"1,5","16,96","3,98","4,43"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT2,15:41:08,"1,8","18,53","3,3","5,62"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT2,15:42:01,"1,8","18,43","3,13","5,68"
Band IC 3,Dec > 3m/s²,Syst 352,DC,MT2,15:59:47,"1,3","21,76","3,2","5,33"
